id_drug_i,id_drug_j,name_i,name_j,description,severity
DB00682,DB00945,Warfarin,Acetylsalicylic acid,The salicylate increases the effect of anticoagulant,
DB00682,DB00951,Warfarin,Isoniazid,The agent increases the effect of anticoagulant,
DB00682,DB00977,Warfarin,Ethinylestradiol,Increased thrombotic risk due to estrogen,
DB00682,DB00993,Warfarin,Azathioprine,The thiopurine decreases the anticoagulant effect,
DB00682,DB01017,Warfarin,Minocycline,The tetracycline increases the anticoagulant effect,
DB00682,DB01026,Warfarin,Ketoconazole,The imidazole increases the effect of the anticoagulant,
DB00682,DB01033,Warfarin,Mercaptopurine,The thiopurine decreases the anticoagulant effect,
DB00682,DB01039,Warfarin,Fenofibrate,The fibrate increases the anticoagulant effect,
DB00682,DB01045,Warfarin,Rifampicin,The rifamycin decreases the anticoagulant effect,
DB00682,DB01050,Warfarin,Ibuprofen,The NSAID increases the anticoagulant effect,
DB00682,DB01053,Warfarin,Benzylpenicillin,The IV penicillin increases the anticoagulant effect,
DB00682,DB01072,Warfarin,Atazanavir,The protease inhibitor increases the anticoagulant effect,
DB00682,DB01095,Warfarin,Fluvastatin,The statin increases the anticoagulant effect,
DB00682,DB01097,Warfarin,Leflunomide,Leflunomide increases the anticoagulant effect,
DB00682,DB01101,Warfarin,Capecitabine,The antineoplastic agent increases the anticoagulant effect,
DB00682,DB01118,Warfarin,Amiodarone,Increases the anticoagulant effect,
DB00682,DB01137,Warfarin,Levofloxacin,The quinolone increases the anticoagulant effect,
DB00682,DB01167,Warfarin,Itraconazole,The imidazole increases the effect of the anticoagulant,
DB00682,DB01174,Warfarin,Phenobarbital,The barbiturate decreases the anticoagulant effect,
DB00682,DB01182,Warfarin,Propafenone,The agent increases the effect of anticoagulant,
DB00682,DB01211,Warfarin,Clarithromycin,The macrolide increases anticoagulant effect,
DB00682,DB01212,Warfarin,Ceftriaxone,The cephalosporin increases the anticoagulant effect,
DB00682,DB01234,Warfarin,Dexamethasone,The corticosteroid alters the anticoagulant effect,
DB00682,DB01241,Warfarin,Gemfibrozil,Gemfibrozil increases the anticoagulant effect,
DB00682,DB01320,Warfarin,Fosphenytoin,Increased hydantoin levels and risk of bleeding,
DB00682,DB01331,Warfarin,Cefoxitin,The cephalosporin increases the anticoagulant effect,
DB00682,DB01402,Warfarin,Bismuth subsalicylate,The salicylate increases effect of anticoagulant,
DB00682,DB01432,Warfarin,Cholestyramine,The gastro-intestinal binding agent decreases the anticoagulant effect,
DB00683,DB01026,Midazolam,Ketoconazole,The imidazole increases the effect of benzodiazepine,
DB00683,DB01045,Midazolam,Rifampicin,Rifampin increases the effect of benzodiazepine,
DB00683,DB01072,Midazolam,Atazanavir,Atazanavir increases the effect and toxicity of benzodiazepine,
DB00683,DB01167,Midazolam,Itraconazole,The imidazole increases the effect of benzodiazepine,
DB00683,DB01211,Midazolam,Clarithromycin,The macrolide increases the effect of benzodiazepine,
DB00683,DB01248,Midazolam,Docetaxel,The agent increases the serum levels and toxicity of docetaxel,
DB00683,DB01320,Midazolam,Fosphenytoin,"Possible increased levels of the hydantoin, decrease of benzodiazepine",
DB00683,DB01369,Midazolam,Quinupristin,This combination presents an increased risk of toxicity,
DB00684,DB00695,Tobramycin,Furosemide,Increased ototoxicity,Major
DB00684,DB00728,Tobramycin,Rocuronium,The agent increases the effect of the muscle relaxant,
DB00684,DB00887,Tobramycin,Bumetanide,Increased ototoxicity,
DB00684,DB01041,Tobramycin,Thalidomide,Thalidomide increases the renal toxicity of the aminoglycoside,
DB00684,DB01112,Tobramycin,Cefuroxime,Increased risk of nephrotoxicity,
DB00684,DB01212,Tobramycin,Ceftriaxone,Increased risk of nephrotoxicity,
DB00684,DB01327,Tobramycin,Cefazolin,Increased risk of nephrotoxicity,
DB00684,DB01331,Tobramycin,Cefoxitin,Increased risk of nephrotoxicity,
DB00684,DB01339,Tobramycin,Vecuronium,The agent increases the effect of the muscle relaxant,
DB00687,DB00794,Fludrocortisone,Primidone,The barbiturate decreases the effect of the corticosteroid,
DB00687,DB00945,Fludrocortisone,Acetylsalicylic acid,The corticosteroid decreases the effect of salicylates,
DB00687,DB01010,Fludrocortisone,Edrophonium,The corticosteroid decreases the effect of anticholinesterases,
DB00687,DB01045,Fludrocortisone,Rifampicin,The enzyme inducer decreases the effect of the corticosteroid,
DB00687,DB01174,Fludrocortisone,Phenobarbital,The barbiturate decreases the effect of the corticosteroid,
DB00687,DB01320,Fludrocortisone,Fosphenytoin,The enzyme inducer decreases the effect of the corticosteroid,
DB00687,DB01400,Fludrocortisone,Neostigmine,The corticosteroid decreases the effect of anticholinesterases,
DB00687,DB01402,Fludrocortisone,Bismuth subsalicylate,The corticosteroid decreases the effect of salicylates,
DB00688,DB00864,Mycophenolate mofetil,Tacrolimus,Increased mycophenolic acid levels,
DB00688,DB00893,Mycophenolate mofetil,Iron Dextran,Oral iron decreases the absorption of mycophenolate-mofetil,
DB00688,DB01045,Mycophenolate mofetil,Rifampicin,Significant decreases in immunosuppressant levels,
DB00688,DB01373,Mycophenolate mofetil,Calcium,Formation of non-absorbable complexes,
DB00688,DB01592,Mycophenolate mofetil,Iron,Oral iron decreases the absorption of mycophenolate-mofetil,
DB00688,DB01610,Mycophenolate mofetil,Valganciclovir,The excretion rates of Valganciclovir and/or Mycophenolate mofetil may decrease. Monitor for increased serum concentrations and toxicity of both agents.,
DB00691,DB00697,Moexipril,Tizanidine,Tizanidine increases the risk of hypotension with the ACE inhibitor,
DB00695,DB00798,Furosemide,Gentamicin,Increased ototoxicity,Major
DB00695,DB01050,Furosemide,Ibuprofen,The NSAID decreases the diuretic and antihypertensive effects of the loop diuretic,Moderate
DB00695,DB01320,Furosemide,Fosphenytoin,The hydantoin decreases the effect of furosemide,
DB00697,DB00717,Tizanidine,Norethisterone,The contraceptive increases the effect of tizanidine,
DB00697,DB00722,Tizanidine,Lisinopril,Tizanidine increases the risk of hypotension with the ACE inhibitor,
DB00697,DB00843,Tizanidine,Donepezil,Possible antagonism of action,
DB00697,DB00881,Tizanidine,Quinapril,Tizanidine increases the risk of hypotension with the ACE inhibitor,
DB00697,DB00977,Tizanidine,Ethinylestradiol,The contraceptive increases the effect of tizanidine,
DB00697,DB00989,Tizanidine,Rivastigmine,Possible antagonism of action,
DB00697,DB01197,Tizanidine,Captopril,Tizanidine increases the risk of hypotension with the ACE inhibitor,
DB00697,DB01357,Tizanidine,Mestranol,The contraceptive increases the effect of tizanidine,
DB00703,DB00945,Methazolamide,Acetylsalicylic acid,The salicylate at high dose increases the effect of the carbonic anhydrase inhibitors,
DB00704,DB00813,Naltrexone,Fentanyl,Naltrexone may precipitate a withdrawal syndrome in opioid-dependent individuals,
DB00704,DB00844,Naltrexone,Nalbuphine,Naltrexone may precipitate a withdrawal syndrome in opioid-dependent individuals,
DB00704,DB00854,Naltrexone,Levorphanol,Naltrexone may precipitate a withdrawal syndrome in opioid-dependent individuals,
DB00704,DB00921,Naltrexone,Buprenorphine,Naltrexone may precipitate a withdrawal syndrome in opioid-dependent individuals,
DB00704,DB00956,Naltrexone,Hydrocodone,Naltrexone may precipitate a withdrawal syndrome in opioid-dependent individuals,
DB00709,DB01610,Lamivudine,Valganciclovir,"The adverse/toxic effects of reverse transcriptase inhibitors (nucleoside), such as Lamivudine, may be enhanced by Valganciclovir. There is a risk of hematologic toxicity. Diligent monitoring during concomitant therapy is recommended.",
DB00710,DB01373,Ibandronate,Calcium,Formation of non absorbable complexes,
DB00710,DB01377,Ibandronate,Magnesium oxide,Formation of non absorbable complexes,
DB00710,DB01592,Ibandronate,Iron,Formation of non absorbable complexes,
DB00715,DB00734,Paroxetine,Risperidone,The SSRI increases the effect and toxicity of risperidone,
DB00715,DB00952,Paroxetine,Naratriptan,Increased risk of CNS adverse effects,
DB00715,DB00953,Paroxetine,Rizatriptan,Increased risk of CNS adverse effects,
DB00715,DB01136,Paroxetine,Carvedilol,The SSRI increases the effect of the beta-blocker,
DB00715,DB01182,Paroxetine,Propafenone,Fluoxetine increases the effect and toxicity of propafenone,
DB00715,DB01367,Paroxetine,Rasagiline,Possible severe adverse reaction with this combination,
DB00715,DB01576,Paroxetine,Dextroamphetamine,Risk of serotoninergic syndrome,
DB00717,DB01045,Norethisterone,Rifampicin,This product may cause a slight decrease of contraceptive effect,
DB00717,DB01132,Norethisterone,Pioglitazone,Possible loss of contraceptive effect,
DB00717,DB01174,Norethisterone,Phenobarbital,This product may cause a slight decrease of contraceptive effect,Major
DB00717,DB01320,Norethisterone,Fosphenytoin,This product may cause a slight decrease of contraceptive effect,
DB00722,DB01356,Lisinopril,Lithium cation,The ACE inhibitor increases serum levels of lithium,
DB00722,DB01395,Lisinopril,Drospirenone,Increased risk of hyperkaliemia,
DB00727,DB00820,Nitroglycerin,Tadalafil,Possible significant hypotension with this combination,
DB00728,DB00798,Rocuronium,Gentamicin,The agent increases the effect of muscle relaxant,
DB00728,DB01190,Rocuronium,Clindamycin,The agent increases the effect of muscle relaxant,
DB00734,DB00843,Risperidone,Donepezil,Possible antagonism of action,
DB00734,DB01167,Risperidone,Itraconazole,Increases the level of risperidone,
DB00736,DB01026,Esomeprazole,Ketoconazole,The proton pump inhibitor decreases the absorption of imidazole,
DB00736,DB01167,Esomeprazole,Itraconazole,The proton pump inhibitor decreases the absorption of imidazole,
DB00737,DB00843,Meclizine,Donepezil,Possible antagonism of action,
DB00737,DB00989,Meclizine,Rivastigmine,Possible antagonism of action,
DB00741,DB00794,Hydrocortisone,Primidone,The barbiturate decreases the effect of the corticosteroid,
DB00741,DB00945,Hydrocortisone,Acetylsalicylic acid,The corticosteroid decreases the effect of salicylates,Moderate
DB00741,DB01010,Hydrocortisone,Edrophonium,The corticosteroid decreases the effect of anticholinesterases,
DB00741,DB01045,Hydrocortisone,Rifampicin,The enzyme inducer decreases the effect of the corticosteroid,
DB00741,DB01174,Hydrocortisone,Phenobarbital,The barbiturate decreases the effect of the corticosteroid,Moderate
DB00741,DB01320,Hydrocortisone,Fosphenytoin,The enzyme inducer decreases the effect of the corticosteroid,
DB00741,DB01399,Hydrocortisone,Salsalate,The corticosteroid decreases the effect of salicylates,
DB00741,DB01400,Hydrocortisone,Neostigmine,The corticosteroid decreases the effect of anticholinesterases,
DB00741,DB01402,Hydrocortisone,Bismuth subsalicylate,The corticosteroid decreases the effect of salicylates,
DB00741,DB01432,Hydrocortisone,Cholestyramine,Cholestyramine decreases the effect of hydrocortisone,
DB00745,DB00977,Modafinil,Ethinylestradiol,Modafinil decreases the effect of the contraceptive,
DB00747,DB00843,Scopolamine,Donepezil,Possible antagonism of action,
DB00759,DB00766,Tetracycline,Clavulanic acid,Possible antagonism of action,
DB00759,DB00977,Tetracycline,Ethinylestradiol,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00759,DB01060,Tetracycline,Amoxicillin,Possible antagonism of action,
DB00759,DB01306,Tetracycline,Insulin aspart,Tetracycline increases the risk of hypoglycemia,
DB00759,DB01373,Tetracycline,Calcium,Formation of non-absorbable complexes,
DB00759,DB01402,Tetracycline,Bismuth subsalicylate,Formation of non-absorbable complexes,
DB00759,DB01592,Tetracycline,Iron,Formation of non-absorbable complexes,
DB00759,DB01606,Tetracycline,Tazobactam,Possible antagonism of action,
DB00766,DB00977,Clavulanic acid,Ethinylestradiol,This anti-infectious agent could decrease the effect of the oral contraceptive,None
DB00766,DB01017,Clavulanic acid,Minocycline,Possible antagonism of action,
DB00766,DB01357,Clavulanic acid,Mestranol,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00776,DB00977,Oxcarbazepine,Ethinylestradiol,Oxcarbazepine decreases the effect of the contraceptive,
DB00776,DB01320,Oxcarbazepine,Fosphenytoin,Oxcarbazepine increases the effect of hydantoin,
DB00780,DB01364,Phenelzine,Ephedrine,Increased arterial pressure,
DB00783,DB00794,Estradiol,Primidone,The enzyme inducer decreases the effect of hormones,
DB00783,DB00860,Estradiol,Prednisolone,The estrogenic agent increases the effect of corticosteroid,Moderate
DB00783,DB01174,Estradiol,Phenobarbital,The enzyme inducer decreases the effect of hormones,Moderate
DB00783,DB01320,Estradiol,Fosphenytoin,The enzyme inducer decreases the effect of hormones,
DB00783,DB01586,Estradiol,Ursodeoxycholic acid,Estrogens decreases the effect of ursodiol,
DB00787,DB01223,Acyclovir,Aminophylline,Acyclovir increases the effect and toxicity of theophylline,
DB00788,DB01356,Naproxen,Lithium cation,The NSAID increases serum levels of lithium,
DB00794,DB00860,Primidone,Prednisolone,The barbiturate decreases the effect of the corticosteroid,
DB00794,DB00916,Primidone,Metronidazole,The barbiturate decreases the effect of metronidazole,
DB00794,DB00959,Primidone,Methylprednisolone,The barbiturate decreases the effect of the corticosteroid,
DB00794,DB00977,Primidone,Ethinylestradiol,This product may cause a slight decrease of contraceptive effect,
DB00794,DB01023,Primidone,Felodipine,The barbiturate decreases the effect of felodipine,
DB00794,DB01115,Primidone,Nifedipine,The barbiturate decreases the effect of the calcium channel blocker,
DB00794,DB01223,Primidone,Aminophylline,The barbiturate decreases the effect of theophylline,
DB00794,DB01234,Primidone,Dexamethasone,The barbiturate decreases the effect of the corticosteroid,
DB00795,DB00993,Sulfasalazine,Azathioprine,The 5-ASA derivative increase the toxicity of thiopurine,
DB00795,DB01033,Sulfasalazine,Mercaptopurine,The 5-ASA derivative increases the toxicity of thiopurine,
DB00796,DB01356,Candesartan cilexetil,Lithium cation,The ARB increases serum levels of lithium,
DB00798,DB00887,Gentamicin,Bumetanide,Increased ototoxicity,
DB00798,DB01112,Gentamicin,Cefuroxime,Increased risk of nephrotoxicity,
DB00798,DB01212,Gentamicin,Ceftriaxone,Increased risk of nephrotoxicity,
DB00798,DB01226,Gentamicin,Mivacurium,The agent increases the effect of muscle relaxant,
DB00798,DB01327,Gentamicin,Cefazolin,Increased risk of nephrotoxicity,
DB00798,DB01331,Gentamicin,Cefoxitin,Increased risk of nephrotoxicity,
DB00798,DB01339,Gentamicin,Vecuronium,The agent increases the effect of muscle relaxant,
DB00802,DB01045,Alfentanil,Rifampicin,Rifampin reduces levels and efficacy of alfentanil,
DB00804,DB00843,Dicyclomine,Donepezil,Possible antagonism of action,
DB00804,DB00989,Dicyclomine,Rivastigmine,Possible antagonism of action,
DB00813,DB01026,Fentanyl,Ketoconazole,The imidazole increases levels/toxicity of fentanyl,
DB00813,DB01045,Fentanyl,Rifampicin,Rifampin reduces levels and efficacy of fentanyl/alfentanyl,
DB00813,DB01118,Fentanyl,Amiodarone,"Possible bradycardia, hypotension",
DB00813,DB01167,Fentanyl,Itraconazole,The imidazole increases levels/toxicity of fentanyl,
DB00813,DB01319,Fentanyl,Fosamprenavir,The protease inhibitor increases the effect and toxicity of fentanyl,
DB00814,DB01356,Meloxicam,Lithium cation,Meloxicam increases serum levels of lithium,
DB00816,DB01136,Orciprenaline,Carvedilol,Antagonism,
DB00819,DB00945,Acetazolamide,Acetylsalicylic acid,The salicylate at high dose increases the effect of the carbonic anhydrase inhibitors,
DB00819,DB01043,Acetazolamide,Memantine,Possible increased levels of memantine,
DB00819,DB01402,Acetazolamide,Bismuth subsalicylate,The salicylate at high dose increases the effect of the carbonic anhydrase inhibitors,
DB00820,DB00883,Tadalafil,Isosorbide dinitrate,Possible significant hypotension with this combination,
DB00820,DB01020,Tadalafil,Isosorbide mononitrate,Possible significant hypotension with this combination,
DB00820,DB01026,Tadalafil,Ketoconazole,The imidazole increases tadalafil levels,
DB00820,DB01045,Tadalafil,Rifampicin,Rifampin reduces levels and efficacy of tadalafil,
DB00820,DB01162,Tadalafil,Terazosin,Risk of significant hypotension with this association,
DB00822,DB00916,Disulfiram,Metronidazole,Possible acute psychosis and confusion,
DB00822,DB01320,Disulfiram,Fosphenytoin,Increases the effect of phenytoin,
DB00829,DB01026,Diazepam,Ketoconazole,The imidazole increases the effect of the benzodiazepine,
DB00829,DB01045,Diazepam,Rifampicin,Rifampin decreases the effect of benzodiazepine,
DB00829,DB01167,Diazepam,Itraconazole,The imidazole increases the effect of the benzodiazepine,
DB00829,DB01211,Diazepam,Clarithromycin,The macrolide increases the effect of the benzodiazepine,
DB00829,DB01320,Diazepam,Fosphenytoin,"Possible increased levels of the hydantoin, decrease of benzodiazepine",
DB00841,DB01142,Dobutamine,Doxepin,The tricyclic increases the sympathomimetic effect,
DB00843,DB00908,Donepezil,Quinidine,Possible antagonism of action,
DB00843,DB00915,Donepezil,Amantadine,Possible antagonism of action,
DB00843,DB00924,Donepezil,Cyclobenzaprine,Possible antagonism of action,
DB00843,DB00986,Donepezil,Glycopyrronium,Possible antagonism of action,
DB00843,DB01036,Donepezil,Tolterodine,Possible antagonism of action,
DB00843,DB01062,Donepezil,Oxybutynin,Possible antagonism of action,
DB00843,DB01069,Donepezil,Promethazine,Possible antagonism of action,
DB00843,DB01075,Donepezil,Diphenhydramine,Possible antagonism of action,
DB00843,DB01081,Donepezil,Diphenoxylate,Possible antagonism of action,
DB00843,DB01104,Donepezil,Sertraline,Possible antagonism of action,
DB00843,DB01114,Donepezil,Chlorpheniramine,Possible antagonism of action,
DB00843,DB01142,Donepezil,Doxepin,Possible antagonism of action,
DB00843,DB01148,Donepezil,Flavoxate,Possible antagonism of action,
DB00843,DB01224,Donepezil,Quetiapine,Possible antagonism of action,
DB00843,DB01591,Donepezil,Solifenacin,Possible antagonism of action,
DB00843,DB01623,Donepezil,Thiothixene,Possible antagonism of action,
DB00850,DB01137,Perphenazine,Levofloxacin,Increased risk of cardiotoxicity and arrhythmias,
DB00852,DB00968,Pseudoephedrine,Methyldopa,Increased arterial pressure,
DB00852,DB01142,Pseudoephedrine,Doxepin,The tricyclic increases the sympathomimetic effect,
DB00852,DB01151,Pseudoephedrine,Desipramine,The tricyclic increases the sympathomimetic effect,
DB00852,DB01367,Pseudoephedrine,Rasagiline,Increased arterial pressure,
DB00860,DB00945,Prednisolone,Acetylsalicylic acid,The corticosteroid decreases the effect of salicylates,Moderate
DB00860,DB00977,Prednisolone,Ethinylestradiol,The estrogenic agent increases the effect of the corticosteroid,Moderate
DB00860,DB01045,Prednisolone,Rifampicin,The enzyme inducer decreases the effect of the corticosteroid,
DB00860,DB01167,Prednisolone,Itraconazole,The imidazole increases the effect and toxicity of the corticosteroid,
DB00860,DB01174,Prednisolone,Phenobarbital,The barbiturate decreases the effect of the corticosteroid,Moderate
DB00860,DB01320,Prednisolone,Fosphenytoin,The enzyme inducer decreases the effect of the corticosteroid,
DB00860,DB01400,Prednisolone,Neostigmine,The corticosteroid decreases the effect of anticholinesterases,
DB00860,DB01402,Prednisolone,Bismuth subsalicylate,The corticosteroid decreases the effect of salicylates,
DB00863,DB01026,Ranitidine,Ketoconazole,The anti-H2 decreases the absorption of the imidazole,
DB00863,DB01035,Ranitidine,Procainamide,The histamine H2-receptor antagonist increases the effect of procainamide,
DB00863,DB01072,Ranitidine,Atazanavir,This gastric pH modifier decreases the levels/effects of atazanaivr,
DB00863,DB01167,Ranitidine,Itraconazole,The anti-H2 decreases the absorption of the imidazole,
DB00863,DB01254,Ranitidine,Dasatinib,Possible decreased levels of dasatinib,
DB00864,DB00916,Tacrolimus,Metronidazole,Metronidazole increases the levels/toxicity of tacrolimus,
DB00864,DB01026,Tacrolimus,Ketoconazole,The imidazole increases the effect of immunosuppressant,
DB00864,DB01045,Tacrolimus,Rifampicin,The rifamycin decreases the effect of tacrolimus,
DB00864,DB01072,Tacrolimus,Atazanavir,Increases the effect and toxicity of immunosuppressant,
DB00864,DB01076,Tacrolimus,Atorvastatin,Tacrolimus increases the effect and toxicity of the statin,
DB00864,DB01115,Tacrolimus,Nifedipine,Nifedipine increases serum levels of tacrolimus,
DB00864,DB01167,Tacrolimus,Itraconazole,The imidazole increases the effect of immunosuppressant,
DB00864,DB01211,Tacrolimus,Clarithromycin,This antibiotic increases the effect and toxicity of tacrolimus,
DB00864,DB01320,Tacrolimus,Fosphenytoin,The hydantoin decreases the effect of tacrolimus,
DB00864,DB01406,Tacrolimus,Danazol,Increases the effect and toxicity of tacrolimus,
DB00871,DB00968,Terbutaline,Methyldopa,Increased arterial pressure,
DB00871,DB01136,Terbutaline,Carvedilol,Antagonism,
DB00877,DB01026,Sirolimus,Ketoconazole,The imidazole increases the effect and toxicity of sirolimus,
DB00877,DB01045,Sirolimus,Rifampicin,The rifamycin decreases the effect of sirolimus,
DB00877,DB01167,Sirolimus,Itraconazole,The imidazole increases the effect and toxicity of sirolimus,
DB00877,DB01211,Sirolimus,Clarithromycin,The macrolide increases sirolimus levels,
DB00879,DB01610,Emtricitabine,Valganciclovir,"The adverse/toxic effects of reverse transcriptase inhibitors (nucleoside), such as Emtricitabine, may be enhanced by Valganciclovir. There is a risk of hematologic toxicity. Diligent monitoring during concomitant therapy is recommended.",
DB00882,DB01586,Clomifene,Ursodeoxycholic acid,Estrogens decreases the effect of ursodiol,
DB00884,DB01373,Risedronic acid,Calcium,Formation of non-absorbable complexes,
DB00887,DB01050,Bumetanide,Ibuprofen,The NSAID decreases the diuretic and antihypertensive effects of the loop diuretic,
DB00893,DB01137,Iron Dextran,Levofloxacin,Formation of non-absorbable complexes,
DB00897,DB01167,Triazolam,Itraconazole,The imidazole increases the effect of the benzodiazepine,
DB00908,DB01238,Quinidine,Aripiprazole,Quinidine increases the effect and toxicity of aripiprazole,
DB00908,DB01390,Quinidine,Sodium bicarbonate,The antacid increases the effect of quinidine,
DB00912,DB01016,Repaglinide,Glyburide,Similar mode of action - questionable association,
DB00912,DB01067,Repaglinide,Glipizide,Similar mode of action - questionable association,
DB00912,DB01136,Repaglinide,Carvedilol,The beta-blocker decreases the symptoms of hypoglycemia,
DB00915,DB00989,Amantadine,Rivastigmine,Possible antagonism of action,
DB00915,DB00999,Amantadine,Hydrochlorothiazide,The diuretic increases the adverse effects of amantadine,
DB00915,DB01043,Amantadine,Memantine,Increased risk of CNS adverse effects with this association,
DB00916,DB01008,Metronidazole,Busulfan,Metronidazole increases the effect/toxicity of busulfan,
DB00916,DB01174,Metronidazole,Phenobarbital,The barbiturate decreases the effect of metronidazole,Moderate
DB00916,DB01356,Metronidazole,Lithium cation,Metronidazole increases the effect and toxicity of lithium,Moderate
DB00918,DB01104,Almotriptan,Sertraline,Increased risk of CNS adverse effects,
DB00918,DB01175,Almotriptan,Escitalopram,Increased risk of CNS adverse effects,
DB00924,DB00989,Cyclobenzaprine,Rivastigmine,Possible antagonism of action,
DB00924,DB01367,Cyclobenzaprine,Rasagiline,Increased risk of toxicity with this association,
DB00927,DB01026,Famotidine,Ketoconazole,The anti-H2 decreases the absorption of the imidazole,
DB00927,DB01072,Famotidine,Atazanavir,This gastric pH modifier decreases the levels/effects of atazanavir,
DB00927,DB01167,Famotidine,Itraconazole,The anti-H2 decreases the absorption of the imidazole,
DB00938,DB01136,Salmeterol,Carvedilol,Antagonism,
DB00938,DB01193,Salmeterol,Acebutolol,Antagonism,
DB00938,DB01203,Salmeterol,Nadolol,Antagonism,
DB00945,DB00959,Acetylsalicylic acid,Methylprednisolone,The corticosteroid decreases the effect of salicylates,
DB00945,DB01016,Acetylsalicylic acid,Glyburide,The salicylate increases the effect of sulfonylurea,Moderate
DB00945,DB01032,Acetylsalicylic acid,Probenecid,The salicylate decreases the uricosuric effect of probenecid,
DB00945,DB01050,Acetylsalicylic acid,Ibuprofen,Ibuprofen reduces ASA cardioprotective effects,Major
DB00945,DB01067,Acetylsalicylic acid,Glipizide,The salicylate increases the effect of sulfonylurea,
DB00945,DB01109,Acetylsalicylic acid,Heparin,Association of ASA/heparin increases risk of bleeding,
DB00945,DB01234,Acetylsalicylic acid,Dexamethasone,The corticosteroid decreases the effect of salicylates,Moderate
DB00945,DB01306,Acetylsalicylic acid,Insulin aspart,The salicylate increases the effect of insulin,
DB00945,DB01307,Acetylsalicylic acid,Insulin detemir,The salicylate increases the effect of insulin,
DB00945,DB01309,Acetylsalicylic acid,Insulin glulisine,The salicylate increases the effect of insulin,
DB00945,DB01380,Acetylsalicylic acid,Cortisone acetate,The corticosteroid decreases the effect of salicylates,
DB00949,DB01174,Felbamate,Phenobarbital,Felbamate increases the effect and toxicity of phenobarbital/primidone,
DB00949,DB01320,Felbamate,Fosphenytoin,Increased phenytoin levels and decreased felbamate levels,
DB00952,DB01104,Naratriptan,Sertraline,Increased risk of CNS adverse effects,
DB00952,DB01175,Naratriptan,Escitalopram,Increased risk of CNS adverse effects,
DB00953,DB01175,Rizatriptan,Escitalopram,Increased risk of CNS adverse effects,
DB00958,DB01320,Carboplatin,Fosphenytoin,The antineoplasic agent decreases the effect of hydantoin,
DB00959,DB01026,Methylprednisolone,Ketoconazole,The imidazole increases the effect and toxicity of the corticosteroid,
DB00959,DB01045,Methylprednisolone,Rifampicin,The enzyme inducer decreases the effect of the corticosteroid,
DB00959,DB01167,Methylprednisolone,Itraconazole,The imidazole increases the effect and toxicity of the corticosteroid,
DB00959,DB01174,Methylprednisolone,Phenobarbital,The barbiturate decreases the effect of the corticosteroid,
DB00959,DB01211,Methylprednisolone,Clarithromycin,The macrolide increases the effect of corticosteroid,
DB00959,DB01320,Methylprednisolone,Fosphenytoin,The enzyme inducer decreases the effect of the corticosteroid,
DB00959,DB01402,Methylprednisolone,Bismuth subsalicylate,The corticosteroid decreases the effect of salicylates,
DB00960,DB00983,Pindolol,Formoterol,Antagonism,
DB00960,DB01001,Pindolol,Salbutamol,Antagonism,
DB00960,DB01050,Pindolol,Ibuprofen,Risk of inhibition of renal prostaglandins,
DB00960,DB01067,Pindolol,Glipizide,The beta-blocker decreases the symptoms of hypoglycemia,
DB00960,DB01223,Pindolol,Aminophylline,Antagonism of action and increased effect of theophylline,
DB00968,DB01001,Methyldopa,Salbutamol,Increased arterial pressure,Moderate
DB00968,DB01235,Methyldopa,Levodopa,Methyldopa increases the effect and toxicity of levodopa,Minor
DB00968,DB01364,Methyldopa,Ephedrine,Increased arterial pressure,
DB00973,DB01432,Ezetimibe,Cholestyramine,Cholestyramine decreases the levels of ezetimibe,
DB00977,DB01017,Ethinylestradiol,Minocycline,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00977,DB01026,Ethinylestradiol,Ketoconazole,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00977,DB01045,Ethinylestradiol,Rifampicin,This product may cause a slight decrease of contraceptive effect,
DB00977,DB01053,Ethinylestradiol,Benzylpenicillin,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00977,DB01060,Ethinylestradiol,Amoxicillin,This anti-infectious agent could decrease the effect of the oral contraceptive,Moderate
DB00977,DB01132,Ethinylestradiol,Pioglitazone,Possible loss of contracepitve effect,
DB00977,DB01167,Ethinylestradiol,Itraconazole,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00977,DB01174,Ethinylestradiol,Phenobarbital,This product may cause a slight decrease of contraceptive effect,Major
DB00977,DB01320,Ethinylestradiol,Fosphenytoin,This product may cause a slight decrease of contraceptive effect,
DB00977,DB01586,Ethinylestradiol,Ursodeoxycholic acid,Estrogens decreases the effect of ursodiol,
DB00977,DB01606,Ethinylestradiol,Tazobactam,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00982,DB01017,Isotretinoin,Minocycline,Increased risk of intracranial hypertension,
DB00983,DB01136,Formoterol,Carvedilol,Antagonism,
DB00983,DB01193,Formoterol,Acebutolol,Antagonism,
DB00983,DB01203,Formoterol,Nadolol,Antagonism,
DB00986,DB00989,Glycopyrronium,Rivastigmine,Possible antagonism of action,
DB00988,DB01142,Dopamine,Doxepin,The tricyclic increases the sympathomimetic effect,
DB00988,DB01320,Dopamine,Fosphenytoin,Risk of severe hypotension,
DB00988,DB01367,Dopamine,Rasagiline,Increased arterial pressure,
DB00989,DB01062,Rivastigmine,Oxybutynin,Possible antagonism of action,
